Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
2022-07-18,7.5,20.9,0.0,6.6,8.7,ENE,39.0,SE,E,13.0,20,61,43,1020.6,1018.3,6,7,15.3,19.8,No,0.0,No
2022-07-19,12.8,21.0,0.0,6.4,0.8,NE,22.0,NE,ENE,7.0,6,72,54,1018.0,1015.6,8,8,16.1,20.0,No,3.4,Yes
2022-07-20,12.6,23.1,3.4,1.6,2.3,NNW,30.0,N,NW,4.0,13,97,74,1015.8,1014.1,8,7,15.3,20.4,Yes,6.4,Yes
2022-07-21,14.8,29.5,6.4,1.8,8.1,N,41.0,NW,NW,6.0,22,81,48,1012.9,1008.3,2,7,21.0,28.2,Yes,11.0,Yes
2022-07-22,19.9,22.0,11.0,4.4,5.9,NNW,76.0,N,WNW,41.0,30,92,62,996.5,996.8,8,3,20.6,19.6,Yes,17.4,Yes
2022-07-23,9.2,20.4,17.4,7.8,10.2,ENE,39.0,N,N,9.0,20,59,49,1009.5,1009.1,1,7,14.9,18.8,Yes,0.0,No
2022-07-24,12.4,24.4,0.0,6.2,12.1,NW,44.0,NNW,WNW,7.0,13,69,43,1012.8,1009.7,6,4,15.0,22.5,No,3.4,Yes
2022-07-25,11.3,21.7,3.4,8.2,5.6,E,41.0,SE,NE,11.0,11,67,52,1020.4,1019.1,8,3,12.4,21.0,Yes,0.0,No
2022-07-26,9.8,26.3,0.0,5.2,13.0,NNW,41.0,W,NNW,6.0,19,63,35,1023.2,1018.0,1,1,15.3,23.9,No,0.0,No
2022-07-27,14.3,26.7,0.0,7.2,7.1,NNW,65.0,N,NNW,7.0,48,68,64,1017.3,1014.3,7,7,19.8,19.0,No,14.4,Yes
2022-07-28,15.1,28.3,14.4,8.8,13.2,NNW,28.0,NNW,NW,6.0,13,73,44,1016.8,1013.4,1,5,18.3,27.4,Yes,0.0,No
2022-07-29,14.4,31.6,0.0,6.6,13.6,NNW,30.0,NW,N,6.0,7,65,30,1017.1,1014.2,0,2,21.5,30.3,No,0.0,No
2022-07-30,15.4,35.0,0.0,9.6,13.0,E,39.0,SSW,ESE,6.0,22,55,18,1017.4,1015.0,1,1,23.4,34.3,No,0.0,No
2022-07-31,13.8,33.5,0.0,11.4,13.6,NE,31.0,SSE,NE,7.0,9,44,20,1019.2,1015.6,0,1,21.9,32.2,No,0.0,No
2022-08-01,13.6,34.2,0.0,8.8,12.8,NNE,35.0,ESE,W,2.0,11,50,20,1015.8,1011.6,7,6,21.9,31.8,No,0.0,No
2022-08-02,14.3,35.0,0.0,7.6,10.5,ESE,41.0,ESE,WSW,2.0,9,43,14,1012.6,1008.7,0,1,23.0,33.6,No,0.0,No
2022-08-03,15.9,23.4,0.0,12.6,2.2,ESE,50.0,ESE,ESE,20.0,24,69,55,1016.8,1016.3,8,7,19.2,22.3,No,0.0,No
2022-08-04,16.7,25.3,0.0,6.2,12.5,ESE,46.0,ESE,ESE,24.0,26,56,45,1016.2,1013.0,6,7,20.3,23.9,No,0.0,No
2022-08-05,12.1,27.5,0.0,7.4,11.7,NE,35.0,SSE,E,7.0,15,69,40,1011.8,1007.4,7,2,18.6,26.8,No,0.0,No
2022-08-06,14.3,34.1,0.0,6.6,10.5,ENE,39.0,W,NNW,6.0,19,77,34,1006.6,1003.3,1,1,18.9,31.9,No,0.0,No
2022-08-07,16.5,33.9,0.0,9.0,12.6,ENE,39.0,E,NW,11.0,11,60,36,1012.3,1009.5,1,1,20.8,31.3,No,0.0,No
2022-08-08,16.5,30.3,0.0,10.0,8.1,E,46.0,E,N,7.0,9,77,44,1015.7,1013.4,7,1,18.1,28.0,No,0.0,No
2022-08-09,17.5,29.9,0.0,6.6,8.8,E,43.0,E,ENE,13.0,11,74,45,1018.5,1015.9,8,1,19.3,27.9,No,0.0,No
2022-08-10,14.7,34.2,0.0,6.6,12.8,NE,33.0,WNW,NW,6.0,11,64,25,1017.8,1013.3,1,1,21.3,32.2,No,0.0,No
2022-08-11,17.5,35.8,0.0,9.4,13.3,SSE,57.0,NNW,NW,6.0,19,56,24,1011.8,1006.5,0,1,24.7,34.5,No,0.0,No
2022-08-12,20.9,35.7,0.0,13.8,6.9,SW,50.0,E,WNW,4.0,17,61,28,1007.6,1003.0,7,2,23.6,34.0,No,2.0,Yes
2022-08-13,17.0,33.8,2.0,9.0,13.5,WNW,52.0,NNW,W,6.0,24,65,35,1004.0,1001.8,2,3,23.0,31.8,Yes,0.0,No
2022-08-14,16.0,22.8,0.0,12.4,6.0,E,50.0,E,ENE,13.0,19,70,57,1012.3,1012.3,8,6,17.0,21.6,No,0.0,No
2022-08-15,15.4,33.8,0.0,5.2,11.1,W,35.0,E,NW,7.0,15,70,26,1014.2,1009.0,7,1,18.0,31.7,No,0.0,No
2022-08-16,17.9,33.2,0.0,10.4,8.4,N,59.0,N,NNE,15.0,20,58,62,1008.5,1006.1,6,7,24.5,23.5,No,4.8,Yes
2022-08-17,15.2,25.1,4.8,6.4,11.6,E,46.0,ESE,ESE,20.0,28,62,42,1016.8,1015.0,1,1,17.1,23.9,Yes,0.0,No
2022-08-18,15.1,20.4,0.0,9.6,0.1,ESE,39.0,ESE,ESE,17.0,19,63,55,1017.5,1015.8,8,8,17.8,19.4,No,18.8,Yes
2022-08-19,15.3,19.6,18.8,5.0,0.0,NE,33.0,SSE,NNE,9.0,13,92,88,1008.7,1006.0,8,8,18.0,18.6,Yes,12.2,Yes
2022-08-20,17.2,24.7,12.2,1.4,8.1,NW,50.0,NW,WNW,19.0,28,80,71,1004.9,1004.0,7,8,19.4,21.9,Yes,0.8,No
2022-08-21,15.9,19.9,0.8,5.6,1.6,E,48.0,SSE,ESE,17.0,22,73,58,1011.4,1012.1,8,7,17.4,18.6,No,0.0,No
2022-08-22,10.0,22.5,0.0,4.4,11.6,E,33.0,SE,S,11.0,7,55,46,1018.7,1016.8,1,2,14.7,22.2,No,0.0,No
2022-08-23,9.9,24.4,0.0,5.8,10.8,NE,28.0,SE,E,7.0,7,60,38,1021.6,1019.2,1,4,16.2,22.7,No,0.0,No
2022-08-24,10.3,27.8,0.0,6.4,9.9,ENE,35.0,SE,NE,6.0,11,64,29,1021.3,1018.1,3,6,17.0,26.3,No,0.0,No
2022-08-25,15.4,25.7,0.0,6.8,8.2,E,41.0,E,NE,9.0,17,67,32,1020.1,1016.9,7,7,17.6,24.6,No,0.0,No
2022-08-26,12.7,28.8,0.0,7.4,9.0,NNE,28.0,NW,SSW,4.0,7,70,28,1016.5,1012.4,1,5,18.3,28.3,No,0.0,No
2022-08-27,13.2,31.3,0.0,6.6,11.6,WSW,46.0,N,WNW,4.0,26,71,28,1013.1,1009.5,1,4,19.7,30.7,No,0.0,No
2022-08-28,15.3,33.2,0.0,9.4,13.2,NNW,44.0,NNE,NW,4.0,24,60,18,1013.9,1012.0,0,1,22.4,32.1,No,0.0,No
2022-08-29,17.9,33.9,0.0,10.4,11.8,ENE,46.0,S,W,6.0,11,72,22,1017.4,1014.6,1,1,19.8,32.3,No,0.0,No
2022-08-30,18.0,34.9,0.0,9.2,9.9,NW,69.0,N,W,6.0,13,68,29,1018.0,1013.7,1,6,22.2,33.1,No,5.2,Yes
2022-08-31,17.6,27.8,5.2,10.2,3.6,ESE,39.0,N,NNW,13.0,13,66,49,1014.6,1012.8,7,8,21.4,26.3,Yes,2.2,Yes
2022-09-01,16.0,23.8,2.2,5.4,6.2,SSE,30.0,SE,ESE,11.0,11,73,49,1018.9,1017.1,8,7,16.5,22.9,Yes,0.0,No
2022-09-02,14.9,28.8,0.0,5.8,8.1,NNE,30.0,SSE,NNE,7.0,11,71,44,1018.2,1014.5,7,2,19.1,27.0,No,0.0,No
2022-09-03,17.1,29.6,0.0,5.8,9.2,E,48.0,SE,ESE,9.0,17,67,38,1016.7,1012.8,6,7,21.7,29.1,No,1.8,Yes
2022-09-04,18.2,22.6,1.8,8.0,0.0,ENE,33.0,SSE,ENE,7.0,13,92,76,1014.4,1011.5,8,8,18.5,22.1,Yes,9.0,Yes
2022-09-05,16.8,22.8,9.0,2.8,0.3,ESE,30.0,S,SSE,7.0,11,88,71,1010.0,1007.8,8,8,18.4,21.5,Yes,1.0,No
2022-09-06,13.6,27.4,1.0,2.8,8.0,W,52.0,NW,WNW,6.0,24,77,41,1002.1,997.5,4,7,18.7,26.5,No,0.0,No
2022-09-07,14.5,24.2,0.0,6.8,5.9,SSW,61.0,N,NNW,11.0,20,76,76,999.4,998.9,7,7,17.9,20.3,No,16.2,Yes
2022-09-08,12.4,19.9,16.2,5.4,5.6,ENE,41.0,ESE,ESE,7.0,20,75,58,1007.6,1005.0,7,7,13.6,18.7,Yes,0.0,No
2022-09-09,10.4,20.9,0.0,4.0,8.9,SSE,33.0,S,S,15.0,17,65,51,1007.7,1006.8,6,6,13.8,18.7,No,0.0,No
2022-09-10,9.1,23.1,0.0,5.8,9.6,ENE,41.0,SSE,W,17.0,13,66,37,1013.6,1011.4,1,7,14.0,21.4,No,0.0,No
2022-09-11,8.9,26.0,0.0,5.0,10.7,NE,31.0,SE,NE,7.0,13,74,34,1016.1,1011.7,1,5,14.6,24.2,No,4.4,Yes
2022-09-12,14.5,24.2,4.4,6.6,5.9,W,48.0,NNW,WNW,9.0,17,95,60,1010.8,1006.8,8,5,15.8,22.6,Yes,11.0,Yes
2022-09-13,12.6,18.2,11.0,3.2,0.4,ENE,30.0,SSE,SSE,13.0,15,81,73,1010.0,1011.0,7,8,16.3,16.8,Yes,0.2,No
2022-09-14,8.6,24.2,0.2,2.8,12.7,E,33.0,S,SE,11.0,9,63,37,1017.5,1015.1,1,1,13.7,22.0,No,0.0,No
2022-09-15,10.8,25.2,0.0,5.6,12.6,ENE,35.0,SE,E,7.0,7,69,32,1020.2,1016.7,1,1,15.0,24.3,No,0.0,No
2022-09-16,11.2,26.1,0.0,7.2,12.6,ENE,39.0,SE,E,7.0,19,71,40,1022.9,1020.0,1,1,15.3,24.7,No,0.0,No
2022-09-17,12.1,24.1,0.0,7.4,10.2,ENE,46.0,ESE,NNE,9.0,13,64,46,1025.2,1021.4,7,1,15.4,22.5,No,0.0,No
2022-09-18,10.8,25.8,0.0,6.8,11.7,E,31.0,S,NNE,7.0,11,72,42,1021.3,1017.4,5,4,17.2,24.1,No,0.0,No
2022-09-19,11.4,27.1,0.0,5.6,12.1,NE,33.0,ESE,SE,6.0,15,69,38,1017.6,1012.8,1,2,16.9,26.1,No,0.0,No
2022-09-20,12.0,28.9,0.0,7.2,8.2,ESE,39.0,SSE,WNW,2.0,9,78,31,1012.2,1009.1,2,7,17.4,28.6,No,1.8,Yes
2022-09-21,16.3,24.8,1.8,7.8,3.8,S,50.0,NNW,N,4.0,7,88,56,1011.8,1008.4,7,7,17.5,24.0,Yes,6.6,Yes
2022-09-22,12.7,28.6,6.6,3.2,8.6,W,50.0,,W,,28,78,42,1008.3,1002.3,5,5,16.5,27.4,Yes,0.0,No
2022-09-23,12.7,25.1,0.0,7.8,12.4,NW,46.0,WNW,WNW,20.0,26,57,32,1007.4,1005.4,1,1,15.7,24.5,No,0.0,No
2022-09-24,12.0,23.8,0.0,10.4,12.4,NW,44.0,NW,WNW,15.0,30,54,34,1007.9,1007.2,0,1,15.1,22.9,No,0.0,No
2022-09-25,11.5,25.9,0.0,5.2,10.2,ENE,44.0,ENE,WSW,9.0,7,70,35,1016.4,1014.3,6,2,15.8,24.3,No,0.0,No
2022-09-26,13.0,28.2,0.0,5.0,11.6,NW,44.0,WSW,NW,4.0,17,74,27,1017.6,1014.4,3,6,17.4,27.0,No,0.0,No
2022-09-27,11.7,27.6,0.0,7.8,8.1,W,48.0,,W,,30,74,25,1013.6,1009.1,2,6,17.6,26.8,No,0.0,No
2022-09-28,14.8,17.3,0.0,7.6,0.8,SSE,48.0,S,SE,13.0,13,74,78,1010.0,1009.9,7,7,15.7,15.3,No,10.4,Yes
2022-09-29,7.7,18.4,10.4,5.2,12.0,S,48.0,S,S,24.0,17,58,34,1015.5,1014.5,5,1,10.6,16.8,Yes,0.0,No
2022-09-30,4.4,21.8,0.0,6.2,12.1,S,35.0,SSE,SSE,15.0,15,60,31,1020.8,1019.3,1,1,11.7,20.0,No,0.0,No
2022-10-01,7.4,24.4,0.0,6.2,11.6,E,35.0,ESE,WNW,7.0,11,65,37,1026.3,1023.2,0,2,12.2,22.1,No,0.0,No
2022-10-02,8.3,27.3,0.0,5.6,10.1,E,35.0,ESE,WNW,6.0,9,78,28,1025.4,1020.4,1,1,13.8,25.5,No,0.0,No
2022-10-03,10.1,28.2,0.0,6.0,7.3,ESE,39.0,SSE,WNW,6.0,7,72,28,1021.1,1018.2,1,7,15.6,27.0,No,0.0,No
2022-10-04,12.0,27.6,0.0,6.0,11.0,E,46.0,SSE,WSW,7.0,6,69,35,1025.5,1022.2,1,1,15.7,26.2,No,0.0,No
2022-10-05,12.9,31.8,0.0,6.0,11.3,WSW,41.0,NNW,NNE,6.0,9,76,24,1023.9,1019.3,2,3,17.4,30.0,No,0.0,No
2022-10-06,10.8,29.2,0.0,8.4,7.5,E,50.0,,ENE,,9,56,34,1021.6,1017.7,0,7,17.5,27.7,No,3.0,Yes
2022-10-07,9.5,27.4,3.0,4.8,11.5,NNW,24.0,SSE,NNW,6.0,9,79,39,1024.7,1020.7,1,7,14.0,24.9,Yes,0.0,No
2022-10-08,12.1,27.8,0.0,5.0,11.5,E,41.0,SE,NNE,7.0,11,66,33,1024.8,1023.1,0,1,17.8,27.0,No,0.0,No
2022-10-09,12.5,31.7,0.0,6.6,11.2,WNW,24.0,ENE,W,6.0,9,74,28,1024.9,1020.4,1,1,17.2,30.1,No,0.0,No
2022-10-10,13.9,34.7,0.0,6.4,8.5,SSW,46.0,SE,ENE,11.0,7,50,18,1022.8,1019.3,0,3,20.2,32.7,No,0.2,No
2022-10-11,13.3,31.7,0.2,7.8,11.0,WNW,44.0,ESE,WSW,6.0,28,80,23,1021.6,1017.6,2,5,17.5,30.7,No,0.0,No
2022-10-12,13.2,33.1,0.0,8.6,9.7,ENE,39.0,SE,NNW,7.0,7,91,18,1020.9,1017.7,7,1,16.1,31.7,No,0.0,No
2022-10-13,12.3,33.8,0.0,7.2,11.3,W,22.0,SE,W,9.0,13,57,15,1022.6,1019.1,0,1,17.9,32.7,No,0.0,No
2022-10-14,13.8,35.2,0.0,6.4,11.2,SE,48.0,SE,ESE,7.0,4,47,15,1022.5,1019.3,5,2,21.4,34.1,No,0.0,No
2022-10-15,11.3,32.3,0.0,9.4,11.4,NE,28.0,ENE,WNW,4.0,6,44,17,1024.3,1020.7,5,2,18.2,30.5,No,0.0,No
2022-10-16,11.7,30.2,0.0,7.8,11.2,NE,33.0,ESE,NNW,9.0,13,73,22,1024.3,1020.6,1,0,17.7,28.8,No,0.0,No
2022-10-17,12.5,29.9,0.0,5.8,10.7,NW,43.0,,WNW,0.0,19,76,30,1022.7,1018.8,0,1,16.8,29.2,No,0.0,No
2022-10-18,15.1,26.2,0.0,9.0,9.8,NE,31.0,SE,NNE,4.0,15,59,48,1022.1,1018.7,1,4,19.7,24.5,No,0.0,No
2022-10-19,11.5,29.3,0.0,5.2,8.0,NW,46.0,,WSW,0.0,26,76,35,1013.8,1009.4,7,7,17.1,27.6,No,0.0,No
2022-10-20,13.0,14.8,0.0,8.2,0.0,SE,30.0,ESE,ESE,9.0,17,77,62,1017.4,1019.3,7,8,13.3,13.9,Yes,0.0,No
2022-10-21,11.6,19.6,0.0,2.8,1.6,E,33.0,SE,ESE,6.0,17,71,64,1023.6,1021.8,7,8,14.0,17.9,No,0.0,No
2022-10-22,12.8,24.9,0.0,2.4,6.2,ENE,30.0,NNW,SW,6.0,7,76,44,1023.2,1019.3,7,6,15.5,24.2,No,0.6,No
2022-10-23,15.5,22.4,0.6,4.8,1.9,NW,28.0,SSE,WNW,6.0,19,89,68,1018.7,1015.4,8,7,17.1,21.1,No,6.4,Yes
2022-10-24,13.1,17.4,6.4,2.8,0.0,NNW,43.0,N,N,11.0,20,94,93,1010.2,1006.5,8,8,16.4,16.6,Yes,19.8,Yes
2022-10-25,12.6,20.2,19.8,2.6,9.1,W,46.0,NNW,W,17.0,20,76,50,1007.9,1008.4,5,4,15.1,17.4,Yes,0.0,No
2022-10-26,4.4,18.3,0.0,4.6,9.6,N,33.0,SE,N,7.0,17,80,36,1014.8,1012.6,1,2,8.4,17.4,No,0.0,No
2022-10-27,4.4,18.2,0.0,3.6,11.0,W,31.0,SE,WNW,7.0,19,78,35,1017.4,1015.0,1,3,9.2,17.2,No,0.0,No
2022-10-28,7.1,18.5,0.0,3.4,10.0,NW,57.0,N,NW,9.0,22,90,30,1015.1,1011.3,6,6,8.8,18.2,No,0.0,No
2022-10-29,4.2,18.9,0.0,6.4,10.8,WNW,50.0,WSW,WNW,6.0,31,60,34,1011.2,1009.3,3,2,11.2,18.1,No,0.0,No
2022-10-30,9.6,18.8,0.0,6.4,10.0,WNW,57.0,NW,W,19.0,26,54,42,1012.7,1013.0,2,5,13.1,16.5,No,0.0,No
2022-10-31,3.5,21.8,0.0,6.0,10.3,NNW,22.0,ESE,WNW,7.0,11,72,34,1023.9,1021.2,0,1,8.7,21.2,No,0.0,No
2022-11-01,5.3,23.3,0.0,3.6,5.6,NNW,83.0,SSW,NW,2.0,37,90,26,1018.0,1010.5,1,8,9.5,22.5,No,2.6,Yes
2022-11-02,7.0,14.3,2.6,9.6,9.7,WNW,63.0,NW,W,26.0,33,68,40,1010.3,1012.7,1,3,9.1,13.7,Yes,0.0,No
2022-11-03,0.4,18.9,0.0,4.8,9.6,N,22.0,NW,WSW,6.0,7,77,33,1021.2,1019.1,0,1,5.2,17.6,No,0.0,No
2022-11-04,3.2,21.4,0.0,3.2,10.6,E,26.0,SE,NNW,7.0,7,76,27,1025.2,1022.3,0,1,8.2,20.5,No,0.0,No
2022-11-05,5.9,21.8,0.0,2.8,9.3,E,35.0,SSW,NNW,7.0,11,70,35,1028.0,1024.1,1,5,12.9,20.8,No,0.0,No
2022-11-06,8.1,20.5,0.0,3.8,7.8,ENE,31.0,ESE,ENE,11.0,11,66,48,1027.8,1024.0,1,5,14.9,19.5,No,0.0,No
2022-11-07,6.9,18.9,0.0,4.2,4.1,ESE,39.0,SSE,SE,15.0,9,68,45,1028.2,1025.4,5,4,13.8,17.8,No,0.0,No
2022-11-08,5.6,19.5,0.0,2.8,6.8,SW,17.0,S,WNW,9.0,6,69,49,1025.7,1021.8,6,4,14.3,18.6,No,0.0,No
2022-11-09,7.2,22.9,0.0,2.2,9.5,E,26.0,NNW,N,4.0,6,82,28,1023.1,1019.2,1,1,14.0,22.2,No,0.0,No
2022-11-10,7.1,23.4,0.0,3.4,10.2,ESE,39.0,SE,WSW,2.0,7,72,29,1021.0,1016.9,0,1,12.7,22.4,No,0.0,No
2022-11-11,6.1,24.1,0.0,4.6,6.1,WNW,35.0,SSW,WNW,6.0,11,75,32,1019.2,1015.8,7,3,11.5,23.7,No,2.0,Yes
2022-11-12,7.1,19.8,2.0,3.2,7.7,W,39.0,SSE,NW,13.0,15,96,56,1018.4,1013.8,5,2,10.7,19.1,Yes,5.2,Yes
2022-11-13,5.6,18.0,5.2,3.8,9.3,S,31.0,SSE,SSE,9.0,20,70,40,1020.8,1019.6,1,1,12.4,17.9,Yes,0.0,No
2022-11-14,5.4,20.7,0.0,3.2,10.8,SSE,28.0,SSE,S,7.0,9,66,36,1027.2,1023.9,1,2,12.3,20.4,No,0.0,No
2022-11-15,6.3,19.3,0.0,3.4,10.6,S,31.0,S,SE,9.0,13,65,39,1027.9,1024.4,1,1,12.6,18.8,No,0.0,No
